age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,ext_0,ext_1,ext_2,ext_3,ext_4,ext_5,ext_6,ext_7,ext_8,ext_9,ext_10,ext_11,ext_12,ext_13,ext_14,ext_15,ext_16,ext_17,ext_18,ext_19,ext_20,ext_21,ext_22,ext_23,ext_24,ext_25,ext_26,ext_27,ext_28,ext_29,ext_30,ext_31,ext_32,ext_33,ext_34,ext_35,ext_36,ext_37,ext_38,ext_39,ext_40,ext_41,ext_42,ext_43,ext_44,ext_45,ext_46,ext_47,ext_48,ext_49,ext_50,ext_51,ext_52,ext_53,ext_54,ext_55,ext_56,ext_57,ext_58,ext_59,ext_60,ext_61,ext_62,ext_63,ext_64,ext_65,ext_66,ext_67,ext_68,ext_69,ext_70,ext_71,ext_72,ext_73,ext_74,ext_75,ext_76,ext_77,ext_78,ext_79,ext_80,ext_81,ext_82,ext_83,ext_84
78,FE15H,50,BZ4S0,13,Y8O7N,OOI31,XRNQ4,C3NWY,2J6KB,30,98,11,MW3W5,<=50K,0PXSH,KJKJ9,G5AK5,FS9HY,2S54R,WIMML,L14VG,ZQ99K,JE7H0,GOWGQ,T2JSZ,G3Y0E,5R2DQ,A8E2A,82MYQ,NJEQ0,Q3L96,YJJHX,2SRTA,WGWZW,VSBW8,3WF4X,SRIBM,SB7UP,XXT2X,67G4X,K002Y,XYK13,SYNCE,KX59F,84Q6Z,3N3WB,EYOC0,5JZXG,6CB0Z,H9Z8B,TIMQM,EJ1VB,8COJ3,UJBZO,3SYEE,ZECO8,F7PIY,7ZH6N,XL5I3,CHWNM,2BUYF,IMWDC,K8FGF,GTM70,L8568,H05FM,ZEALU,5ZUFQ,Q3E2M,RND0F,2HGQL,3DSAL,9HW6Z,QWCF9,BWAL2,Z62DH,3F7LZ,3VWDQ,9FEJY,G9DIU,5ZJ6A,PSICE,K92W1,ESN4A,1T9IH,VAXC7,ZNJ40,7SW4T,AEDBZ,W36A1,4B9LJ,VDDZM,OC30G,87U7G,RLK8O,X1FF0,G8OTE,1FU2H,HBIDN
8,NPPIO,94,4628L,60,PYQPM,EHFMA,5XZDU,HIX4Z,KZ3NL,4,69,53,WWPR6,>50K,YBM4Q,AEBXY,42KOK,ZT708,LCEPD,NRQZ4,1IVIP,B1LJR,KQYGF,GOWGQ,8XEZT,RPYMQ,9T7TY,D3522,NZYAI,D8EK4,K99SP,ZUG9T,P2YRW,JEZTL,R1DU2,C47OK,UWS5N,43X2U,MLRDN,I4U95,OVCIR,2IV1G,D8N9J,X0KLT,9Q9GT,3V5OP,F7D7G,WUVH9,VVZ8V,D4ZPR,EOQB8,P3L6J,EVZGV,WOF4G,XS69Z,NNTNT,NUP3X,C5X58,8V727,KGUQL,ZDKUL,DH841,QFVIV,Q626S,0DA57,558ZP,CM1LF,5J7I8,JU4XN,I7N63,QO2S1,POLOO,4Q3ZT,81JDX,75PRY,RNOBK,2K0LY,0Y1YN,C5XPH,Y52JZ,3ODGG,IAF16,TSR8R,OC4JD,IVYFT,51A6O,UGCAI,HHV5A,HH6IR,0DG5K,VOHOQ,QK2GH,JDZUX,C66TI,1WEJ5,CZJ8C,ZDQL8,7JT34,LOGTI
1,BFRL1,68,4KBQE,49,Z3ZO6,MC334,JS9V9,R5I06,CFKON,60,8,67,6J0W2,<=50K,T96PL,WAICR,5B2DJ,FBP2J,264I7,7VRTA,LV355,5X98K,89W41,OJQKM,U6SX1,2LMKV,U8OEZ,PDSRX,1HS01,DPMUA,WE43G,H408Y,I69FV,Q5BWS,R1DU2,ZII75,SRIBM,S4JSZ,0QRAL,J3KZY,E0JAU,2IV1G,3YMUI,MO7VX,Y6E1P,PD867,9CKLP,JMI6B,CHFHC,TFEZ0,YZ12O,8W9VR,GXRX3,K2ZEO,NAPPB,FEMCW,JJ23M,ENGQ0,8P2MJ,HYW73,IOBKO,MPQRF,MQQXX,AD047,JQ17X,W6TPU,XU940,S9VET,VFVBZ,DN2BG,FL4R5,QNR6D,KC07F,L4WEA,WITN5,QMJQY,EAOOE,Z9PJB,JGVIG,SEA34,8M070,N2KRJ,PD47J,2RJ4T,5VXIV,D2P06,X8QAC,NMEOH,AIQ7A,V5KEK,VNK9Z,4EELN,WPHSC,GDO31,UN2E8,ZNFC3,JBNRS,K5TOS,TQHHF
19,17TSG,78,TGHSM,93,8G1OK,99LMD,5J04L,HGLZN,DMSRF,55,46,26,V8HUL,>50K,50W7M,KJKJ9,RBN83,FS9HY,PET39,F30ZU,VT3LC,4PWOD,C3J1R,VJOWC,49HE6,5J1T8,8NMTM,7RN31,64AXL,Z4PWZ,VA76P,50O33,LE6Q8,MORFK,O80U0,T430B,K64IK,WZ6CK,92VOK,AGZEQ,CBHU6,ZYVEN,VMAA9,JG72K,VP66D,ILI31,SKCBR,9462R,QI6US,VU3F2,RPPJB,A9EXI,S6TEI,DJ4OR,S49VU,7G86F,DR3ZW,EX1AH,D1UZ6,6SETN,NAR2S,FJLKK,HY5NM,J7GLW,YS9DC,NQOUP,S5ZX4,7LCRG,00Z00,DF5LG,CMBV9,UP6Q4,FC1VO,DH5MP,NR2TI,UPTEO,0XYJD,GLQ6C,D6NA5,XL4DU,1IEWX,AHO7S,QPO4R,3RHCX,7H0D4,GRZY5,MWJ6O,TGBM1,2Y83I,JMR5C,M0UEP,RUJHB,WJZ38,H65G3,AD19L,755MP,CT0GK,DGN7K,5U7QO
78,XYVWS,81,I43HY,9,XNA33,8B55X,XZW0G,EZ8H8,B9KIX,77,48,100,JDMV3,>50K,OVK5A,VZXFU,AE5HC,HNS71,5WETF,E3I1C,7R564,BOFV8,JIHVU,VX9HG,UNJ62,D27HS,ZZOLV,ER67J,HDD0T,MOXPU,8SG1I,Z69RC,HDI9C,PF2PL,IN9KL,T5ZX0,OQ4NR,A3V7N,9G4VM,PEDBD,ABIWR,DPJU8,K5XCA,1P71W,H4067,1TGJX,BO17R,GXBMD,XVHN5,AL8QP,M820N,C9W6U,GXRX3,XI0BX,26W3L,65UEU,SLOAX,C7W5S,BTTNH,0CBDN,VFUSS,O2C8C,O8HMA,WS5GE,1US5B,UQU8F,NKUBR,I5BN5,VC6ZW,01TH9,R5UYJ,G0C82,T6QFT,YXP3Z,0EO0B,HSEFA,O4I4M,7TTNA,O17YR,M0D7D,4TODN,FAH10,E23PE,FJSD9,4K5WL,H949D,COO9I,EEKJ2,MAAKP,3KDX7,5HDGD,YP1R4,3JINX,1WYDZ,MDEQQ,HEPHW,XVS47,F20HC,OFT5G
41,7CNED,91,9C0OJ,62,G2OTQ,ADI8I,GF2Y4,J9CBJ,WFLHR,3,12,14,MO88U,<=50K,YJDBR,ZCJTM,9XIDD,KVD0G,REJX5,F30ZU,N3A3X,L8EEP,XQEWS,GVRR0,G91P4,B1PZP,R7DWH,7PL4D,5EG0N,07JJH,B26QN,ODYSR,9YQ1E,DLJRO,L9CUT,C47OK,UBDP7,76IOJ,90FF6,F86YJ,9STR4,CBIQ9,YANQE,4LRSL,DG41J,6OFRC,5CK0Q,J3UMW,IVRVI,TVY99,BFA83,BMIKJ,JPNYV,WHFEX,WLGZF,D7JTA,5BA0T,3BXW0,4BTJC,DHVNB,529XB,4XS48,CYXGG,HV6DX,QK6W5,O7B5P,FVPWF,GS4A8,QAK58,069UI,KMC2V,TYRM8,SZ6RO,3YAD3,TLLS4,PHVPB,SCPEB,K936A,OBLFT,DDITR,LNJ12,9JWMZ,Q69M0,H0942,EVCBK,JOOW2,544QN,7SW4T,HVNQQ,HYXFI,1GJMA,Q6DZ1,I4UQG,ZVENC,T5TFY,JUIR8,PWYAW,ZF1KS,8PB0D
42,5NY54,3,XK0Y8,34,8G1OK,Z9TMX,5IOKW,MUUMH,5OIGR,49,73,9,J437H,<=50K,1RUYD,E8017,1VF0G,RH5XM,2A67F,ULN2X,LL0TR,OOVFP,HNSVT,M8RH9,6MUT8,VHUJF,TCTVT,ER67J,F9BXV,BXTW1,UHEIF,YNWPP,UK40R,T3K2O,LFF4D,V2RBV,CGLHE,B5P8Q,IK2D9,HCVDJ,FB1AN,UDHNS,3H30A,71ETO,BQGKS,8GRQM,6WSSS,X8WQE,KK9MC,31AOG,J0CZ6,APQS2,LJ538,QCDP3,GT2DF,7WFNJ,SL40A,34I8A,ZPBXA,API4P,6VQB5,2WDC9,MTKZA,4OE84,9403V,U0ZGM,4PYQ3,1969X,FMRM2,3BRB6,6EGJZ,K2FTW,C4CHZ,81JDX,EJPC4,SKXDX,MTGPC,5IG5L,UQTTR,PX68F,CWCMO,SWXN1,6D7A7,H94X7,2Q4OZ,MA8FN,4HYXT,TGBM1,N4Q5F,5X63M,WSP0Y,FBAYO,QV6DH,O9JTI,8HKV3,4879H,LFHZ0,7JT34,XQT5C
6,YGXZO,42,IM5NF,13,0WX7S,MC334,32BDO,R9TZY,2JGPZ,35,32,37,4RRTZ,<=50K,OVK5A,F6K3T,AMP9Z,QI9BN,OZVA3,JZRE5,63MKY,96PFU,AG3OP,BC0OI,4E9K2,EO4QK,Z61MH,E81ZR,FC31X,QMUMX,0ASX6,VTQIQ,8WJI1,IZB0H,APFXF,R9158,RUJ3A,SNUG0,FJAQW,BCD8O,6K5EE,7O9CP,VM9LS,1QZNO,XLACS,C05ZF,XAPX7,6QH4Q,EZA90,YJ6C3,VUGYF,QRQZ5,I8R0S,LR1XB,V14N0,F4L3V,FVJWA,P8CX1,VDY3T,MUMS1,GFOO2,5AX2X,J0JLF,OEY8G,D9W96,LYVEO,K0RBG,B7BM9,0BSYZ,96MPZ,78ZCJ,8GCKJ,6UW9O,E5F3F,TUTR7,G5HQT,R9WNB,0E9YY,OBLFT,J11GI,LY1AB,OZK2K,XTUMJ,3D102,SHC8R,LU1GF,H9HWF,02KB3,EJGHL,Z7R1J,S1W9I,ADSOB,6RWPZ,ZGO4I,QGDOV,N6IU8,LPRDB,M0CL2,JY9AA
88,O6QLN,6,2BB2B,57,IF3JJ,W0BQK,3WNYK,ZO64F,211HJ,84,33,61,M1SFR,>50K,5GXOH,ZA2A3,0JPVQ,52VIS,M6OSH,CEW0T,XXXZT,BOFV8,GYHJJ,OF80B,ZI1BJ,6MUB8,GRZOT,0CF4T,FC31X,XBRBG,PHYQ7,TOHXZ,ORMSJ,E9XXS,0W9BZ,UB42Z,7N4MM,STO5P,N6WQM,0V4B4,LQ7RG,09XAH,2P07M,HXKBZ,7MFA7,GU3U9,R19QY,6T9FZ,C8004,AIQBB,ZQX4Z,WW7XI,8JG9V,BOXXA,OV6LG,TZJVO,13C31,92MHR,S7ZJU,WJUHW,1TX2B,ENC9E,71KKC,1121A,N4VVV,BSEZJ,72PVV,SJNJK,G0PRM,DIRHB,DKHCH,FVGI3,0YUO4,LBO1Z,ITA8Z,NRBPF,YCS54,YAOBK,8NX3W,XCD4V,K1YKS,NJBXB,SH6O8,C3XSN,872KA,K6MIH,I7YDI,V7CKX,4Z25N,FK79K,TYX8R,ICDC8,KX110,VSLJX,L21V4,ETS3X,88OG5,7BT4Y,ADNG2
2,TMXTY,27,HLWQR,22,6KEBU,XOCSA,ACKIS,KXHCB,XDHD5,46,62,13,5N434,>50K,O7JE9,KJKJ9,2E6LA,PRWF0,KD2EI,Y1F7E,EY432,96PFU,KWU8D,LSCO3,D98UW,JQH5H,58FHA,VBWQ7,SP9BF,CSBQA,EG45N,EB6Z9,TQ1J0,YNLB7,3KPCX,SLXDP,S14AV,1EVXV,RQLQU,30TW8,A5NA6,3563X,6UKKQ,89H4D,2B4D8,TKRNH,EFVLV,D05EB,GVL7R,5PJJD,IFS1V,63CWI,FMATW,VUVBF,6FNSA,RSQTB,NWHGI,0HT0W,0358F,NJDI7,9LFQ8,GR5EP,P9QSG,U7EQU,0ACH2,52735,RQJW5,Y783A,O463T,568R0,04JGH,K28RH,4ZXAK,CT9NI,PP1TH,54DQJ,6ZJ8U,KI2YK,K8CTR,1FLHI,42JTX,F10A7,SZYRH,OY0B5,EQEWC,VLNU7,VSTFM,RTJO6,6D7I6,M0NZN,Q30TG,N2C2M,0V29O,0YAS5,ENACI,47OI5,V0NAE,3843P,B0DVE
63,BFRL1,13,3HWEE,95,CHEV4,N3NMX,33K01,HCW6F,F878N,6,36,76,K764Q,>50K,OVK5A,286IG,4NVCQ,SYAOE,MJA0B,FMNDW,J1PMZ,L8EEP,XRK5D,V91UD,VQWLB,TGOZC,4TOQP,JJQ51,OTJU3,86ZPD,WFIGF,MRTPK,CLP1J,N9UBZ,J71Y3,365AO,KTZPU,12T4B,DM2YD,C6JI8,OVCIR,4ZSBO,ILYNL,BC03G,3FYWA,LZMDJ,F65PT,E5Y2O,8543Q,KAWY4,IEMTK,NC3MJ,ACWL7,TPKQM,1VAVE,NUL3Z,RAC79,7ZH6N,SMROW,DDM7N,SK63S,WDK59,H3FPE,C7NDK,8WVWV,LBD71,4GNH9,C3JCI,WJVOY,JAV9X,O9408,IYN88,1EXJD,TGZOM,R9NUJ,EAQ4N,LRKTQ,7TTNA,OJDQZ,OM1MK,J6IWD,70W7V,YA5JH,WJ0VE,8GOFQ,CK3WR,3RZLN,BLEJH,VMVEL,KHRT1,5RGYE,EF38B,14E9N,LBVQ4,E8B21,CJH08,WLDU0,EQZ0L,4VG82
94,O1A5P,75,F7RWV,98,C5GB3,RI7OY,GVJFA,NYE7A,XCPX2,30,91,75,4XQZ9,<=50K,IWUNH,YO56A,RZIUS,4YF6C,6O00R,1HBVF,JQ2C7,ORAPE,HNSVT,7GH7J,1R0CI,5TEP0,Z8PRW,NJNGI,G8WJW,MXKSG,F599Y,8N4Q3,YR3AL,KHC3M,OXFGC,FEIEB,1P0EZ,LTNMR,W6CCW,GM2ZK,V49PG,G4DI1,908LD,GJL81,YWCEA,ZWLHD,R19QY,J038F,ANG1H,E1IDF,HF1OQ,EJ1VB,MWZTH,CX8R6,PKMMO,A3ZKH,PVSQG,CD3MV,VC3JX,C5CRA,J1ZMX,SAJHW,V5I0R,J7GLW,YJGAQ,YRJNK,GC3WB,YAEH0,MOMW8,C1ZCO,1CJAS,8GCKJ,I6GF0,DH5MP,V0SBM,ES87X,WG9W3,31MV5,634PO,WCB3M,CAN8X,LRLIJ,2C0PO,ALP2V,4K5WL,Q2ALP,SNE8C,PFOZ1,EJGHL,PPS3Z,4NG5K,4QDNR,OA6QW,1GDGD,0YYHH,WQ83R,UVKA2,E9MQ7,31SXY
46,QNKKK,90,CP2F3,91,WG2OP,1E5VP,RD239,UPT21,1N9E9,95,74,70,3KGRM,>50K,PVZBI,ANCB3,S8916,4GBF4,QWS7T,BMHHT,DFM5V,9Q23M,9A3KY,9FZV4,GWQGS,W1CR2,15JRM,1995V,UMN34,BPAMQ,GHJVI,82VV6,D17US,1XM6B,X7GT0,VEURW,YVDI4,QCN7K,V3R9L,XL4MB,3GAMW,RDULV,LE0VO,GDGQR,1VTU2,A2HGO,QCD2E,5YA6I,B8594,PWWST,3F54O,XMJ09,CM9IC,OHY5E,0LJUK,E5OUI,8QPB5,U2NOE,PZV7L,BPP98,LWG0L,BYQQ4,ZUU6V,C7NDK,PVWMF,Z9TK3,6BSKG,5LQJK,DSB5H,WVTHZ,PLBGX,0YZTE,WEEBS,V5AAP,ZYL25,XL6MD,0S2BW,6O3GB,X3NH3,TC99X,V0B7W,MP4SX,2KYSJ,6W5YK,Q8Q7U,S71M9,G2OKO,FE413,VMVEL,IUSJ8,81CKI,UHEK0,L6QG1,7VXWP,6Q278,BM73D,MY6CL,G28W1,5T5TP
96,37POF,71,A34M4,75,T5GEL,YDK4A,8RZE6,L2RR7,O61L6,3,60,100,2WOQF,>50K,GRLUY,OVKVN,CJY2P,QO15D,7ISSM,UVLDS,EY432,96PFU,0GQJT,VACJY,VUZEF,3IUVU,32X2B,OCQFE,HO9CM,7FJ3Y,PXKCO,KZG5U,WKYK2,LPLMN,XUMN7,33YGF,UCCE6,8E9ZL,0NU1H,I4U95,OII0G,7NGX4,8G9P2,MO7VX,3FYWA,UXWEC,B732W,XA0B8,35HTP,0JM4O,S10EL,FWVSD,4JTQ6,WMG6L,YZ1NY,LK2D9,NWHGI,OAN2Z,8IBLI,I8HPI,XIC0N,DH5V1,7V57G,1Z65K,0XJFT,615V6,12I58,994PT,G0PRM,QD4EB,AXDSQ,LPL0A,I99EM,ADI4Y,GA62T,KM3NP,MTT2A,0TCCE,K9OZO,SEA34,KBI10,XUOLM,SZYRH,CZ4DM,P86AR,RWASA,ABZGS,G1UJI,4699K,KIK1F,GYE0R,70GXE,95HLV,OG8LB,YX9CQ,2EINO,0C0DL,MFUN4,WT2FJ
35,HQZCI,77,H6Y9B,32,KNI4V,DFS69,MIG0E,PMYEK,JVS0L,54,47,18,2W378,<=50K,CIUGV,C0MRO,4NVCQ,EMI4A,IB302,JE29B,JTBM3,I7Q40,K251O,92OHR,I337K,YS5N2,IIQ38,9LOG7,OTJU3,ZPLYX,6T26W,XEZ00,ZP89B,ODLQM,SIZ2J,9UWY7,NUQEI,388EN,VTVNU,6HIKN,O335G,TN3I3,BDQ3Y,J1GKM,WE8B1,5PSRK,10P2Q,PFP51,835W9,H9Z8B,9L4V2,FF57P,IHHRC,LQ34E,TEERA,2KWE2,H9VO1,AOCFL,95FY5,NHA7D,2R1Y0,BDYR3,O41UJ,O11V4,J408U,J64F9,9D5SQ,MQAYD,B05TE,HRMCZ,SZZGG,BG2YV,TAU9C,G5J6E,UHZ2G,I2UOR,Q93PQ,1K5FO,L3BC0,1ICZP,XBDD5,DUAWB,S2RDR,Z6WUB,COU2L,DGIOW,KR5S7,1OMC8,WF24L,ETOI8,5UGDP,905SO,OA6QW,3PHQM,LIGUV,719UN,EK6CK,7Z3YM,WDH6O
85,LP224,5,4U17I,0,AIILO,TDURR,BX59Q,EZ8H8,8MPAD,38,87,50,5N434,<=50K,65RU8,5D1XZ,AF567,9I4C5,INQ3K,LZEQD,L2BAG,2WK91,8GY23,GQD6K,KUAV6,XRTO3,RFP97,9LOG7,28S98,8TJWR,ZY18Z,ZS9PE,4PD1S,U39WF,L3SSC,DCWK0,ZAGH7,7WND5,N3498,11X2W,M5X1E,XHH2D,1FLKY,218QU,YNVAM,IFO72,1NK6O,1KL9J,35HTP,V5AZE,F0GUA,1BBCN,6EA6T,U4071,1G4Z3,4ARYA,R77JO,URMME,NDPM9,DDM7N,J118A,PT13Q,EZFCZ,TU6IU,SPR5M,L5JJW,E4EMF,79QS2,PPBUN,PY0JR,PR6FO,QNR6D,AHKF0,GZSUV,7B68I,HSEFA,16Q88,VLSM3,DDWR2,BVJ7K,PSUOI,QUZK5,DK2RW,13G9S,6CNGA,DGIOW,H8QTG,57T2A,XJMEG,EWKAR,18D9R,2RFA3,3JINX,3N9PB,YP2NM,YQSQE,7PUQU,CPF21,YTCH2
28,XDZGE,19,4RO3J,8,GJABO,Z9TMX,O1BYU,0FQZZ,N6EXB,49,2,84,VUIVT,>50K,0WR0V,TCW54,CWPM7,NBB2N,H0EOW,3QH3S,3RKAJ,FHNIZ,U9TOO,GQD6K,ZI1BJ,KCB2J,3824X,FMPX9,UJXHM,M1853,6T26W,CDCEC,6JULS,DMVOG,Q8SLI,05BQ0,YVDI4,69J1T,4DEX3,6FYKH,3QLZF,7GFDW,HT9H6,EGDM3,ZKYHL,HFHZ7,A14LR,3MDK8,8FSN3,QOCKM,6TBOI,XMJ09,EVZGV,MZPNL,7BCS7,2EHYT,02IW7,TSWFL,29VAR,48DTB,4Q9D0,G6Z6Z,SDE5I,WS5GE,2JWWV,Z9EI2,IM6P8,JMZYH,5L6U5,DF5LG,DSRBC,543WW,PORY6,GC4VA,AT89R,EC1W5,S9CEQ,ZHPKF,TICFH,2LQZH,RZW26,MPBN7,XTUMJ,8BMJX,3N731,P1S12,WV8AM,LAR46,PDJ9J,A92DW,IIKU3,L40EW,6GS3B,AUXTH,XEW84,AX14Z,3FCEO,FCJPO,2L0XE
53,1N092,30,47TPS,50,1PJO8,N5P1X,75AWL,R5I06,UVNKI,57,99,49,8YGMY,<=50K,B1HTK,CK21D,M13XO,7PEYV,C65H6,1PMWG,PXMNH,YBT8J,1OA97,KBVTN,4E9K2,2QD77,2598G,BNOHU,2QK98,KP5K7,ZY18Z,DLX82,KLYR6,GNEWJ,P40UA,MJ9G2,2UBG4,N0VJT,AM3GI,ZK4E2,P809R,ZDV8N,UH8QU,WUX8B,OVAR6,8QQ2M,FA4A5,1XVRS,RBRF3,CD99S,FMNH6,QRQZ5,LG7KS,YWAQC,1VI0W,GN6SS,45UON,4STIL,1SFOX,OT7NM,324HC,SBGRJ,PIX07,4OYCH,13OTY,TFZHO,IDO6O,YPA8M,JU4XN,CD77B,ZNVSD,KY9ZC,7MYQ1,X9Z3N,JDZTV,T792I,3F7LZ,CHISX,XFVTT,SEA34,CWCMO,GXSXC,F2HWD,3RDSW,8I8T6,VRZYN,POYA8,4AHUV,COZT6,22RND,25E6L,QKLIN,MUR0Y,553PM,CDR17,ZNFC3,27NVE,0HMBS,KB07D
33,YAAFT,88,X5CTR,62,XUDPF,RFVO3,SSGW8,O8N6V,RGGWU,91,11,91,589HM,>50K,RFWKZ,BSV6Q,1TIKG,OPOP7,J72V4,0WNVG,1N496,H0VWB,BN5JI,H4TNP,QP0LW,XWZER,250QC,DSS8Q,BCZDK,1PAPY,C1XMD,TOHXZ,DXLZ3,022VT,9W4VJ,BZGKL,7698R,6MKJO,DV16N,R8ZYT,E8RUA,4ZSBO,7UFYG,BQFEV,PGPQT,ARZWM,F7D7G,KHK8A,6R0A1,3GTUS,QGOSF,MKVJE,VIIBP,GEBZV,1VAVE,F4L3V,T47QU,Z7NU4,XQ7F0,SKJAT,MU3Y7,BDYR3,USCQN,KZZLA,M1BKN,D5ZKK,KSHE2,C4KZH,JKVW1,7MGZ7,QZ3YO,CTR9Q,1BT3Z,J32A9,9JSPS,O1EE1,EAL0R,3R7D0,E7BPS,32AZY,YT1QL,DSJTK,1C7QF,C3XSN,IZK10,RWD2O,ZYWFN,MR4LH,V1RSJ,SQ8N7,EDYVS,6M06X,SK19N,TIMXK,X0TTT,47OI5,YXX76,2P623,2EPCA
74,LC46M,19,KDP6M,63,Q42DK,CMNVZ,T3U02,SZNQ4,XS99H,49,54,6,R59CZ,>50K,HDJE6,IYF5G,R8Y0S,DLKNK,T26D5,FDFD4,8WAI1,GD56A,7M37A,9FZV4,0Z78M,D27HS,ACI4A,1OXQV,G9TR5,P1316,RDN65,LHNXR,4UQB6,ZRYL9,YU091,46JVA,KLCNP,LOHL0,QN5UA,R8ZYT,2B58J,X17SM,4NFV3,YUSFI,FY49H,RDJGM,28MJD,13L48,MS61U,O1V4K,4MWTC,V9YPF,BXDXM,WOF4G,RLNIC,FKBT2,YEHNN,BZK5D,GO60X,OJD36,X5OXJ,OT7OD,P4N1M,PDFAH,WNH9J,Z97FU,IC86J,VAZGZ,Z1MWS,B7SDG,B8ZON,G0C82,80MTF,IVZPL,56BVA,POBWP,AUZ79,FMGO6,1SVIB,4PJGB,PAN13,ZE0NJ,D53C9,FU6K0,A7BAJ,0QVZE,7J3AD,JJC4B,HLFM0,S0F9L,T68HB,MCS12,36M05,TW4DW,396R0,DMXF4,CFBTB,T49AH,5IH9O
0,NE542,35,TGHSM,55,KNI4V,0MJMI,UU5U1,0NTAQ,TCWJ9,96,8,11,JNEV8,>50K,0GOLM,JPPK2,685C0,EMI4A,H0EOW,KY8MQ,1Z2RV,F6ZRA,AQ9YK,GVRR0,L4GVT,8B9LG,RC3LX,JI3NM,79VS8,C9ACB,F9O9L,RZREB,ORMSJ,44JYQ,5PF5Y,6NIQ3,Y7OFC,8E9ZL,EG0ZZ,JKDS8,9XECR,V6TQI,VZQKM,HCN7L,0ST74,XOF2B,QNTLG,R21FW,NDMM2,CNRQ0,4Y0MB,KKGMO,HPP0Q,SL3UH,RSXWZ,PPZ5F,DR3ZW,VIUW1,UPR26,CZ89W,HVQMC,TH1PS,UWPHF,6FKF3,OWO20,CANPP,V1IJP,YTZH3,DSB5H,WJ126,08OQZ,3DSAL,EN76D,X9Z3N,8C7DG,NG0XF,2K0LY,FQ21P,PD4PI,ISMI4,BOWIB,SSQ8F,2KYSJ,PEICC,V1LY6,PO4YX,TONYG,6N33Y,OJITE,XXXUP,6EMV9,QK3BX,OC30G,P6JE6,6RAD5,BYDX2,7TZPQ,GXTTK,OARP3
48,WPCQY,30,7EIRS,56,27D84,NR31Z,WCN3E,Q1DPC,A4U99,3,94,97,BZ41L,>50K,22TCQ,E8017,FUWXT,8HG1C,4IHJ1,FMNDW,L3IXM,JPBYO,89W41,NJAGK,1BAPG,OUHTU,UH96H,BNOHU,3Y9KA,SLAC0,T8C3I,ZVZIO,SY918,DKRRY,146QY,VEURW,7N4MM,YPC9O,62CKQ,7U8I6,AQ270,U5MU7,QSW71,SQ9PD,XORPR,446RR,F7D7G,Y6MI0,T3P25,VLA5N,VUGYF,VFO1K,4JNTQ,S56GD,MMWDZ,2EHYT,1XUNK,116FE,KAM7P,0MWVB,A40OW,L0CWL,YIXG4,6FKF3,8WVWV,497MT,0XCD9,QS5RV,HK47V,OEZJR,2NS2S,JJ8J5,T6QFT,3YAD3,LLSGT,QUZMI,05FG9,5IG5L,N3MTC,45I0F,C2IDM,ROTG6,SZYRH,S3ZHV,5865O,BOXEX,48VRC,PKF8K,GMVA4,3KDX7,5J1H9,XGCE2,2VFZT,SSYAF,YTXHD,BM73D,ZDQL8,C2FTF,BI3W2
26,XYVWS,6,DSX2I,41,SL0F7,IM6H9,HRGH6,90OJL,1CIQX,58,21,30,4RRTZ,>50K,60LNX,OXFTP,ZUZIJ,2NBGD,EEUWY,WJF2E,JTBM3,YSRJC,EBVRT,M4UYR,7TCFS,PT3TJ,MTMKS,KXAVN,7J8KH,3HL55,O03TN,B1DY4,AN2U1,MXVKD,I6M19,AEOHP,YTSPU,TSNDT,G5F8Q,QGBIQ,NJH62,P12AG,YS7UR,28NVJ,U5QWJ,0VI43,9FWZT,8IK1R,VDG4U,AIQBB,Z4Z5Y,6F79N,ZZH5U,ZP2RV,1BFV3,QUS0L,6FMI0,5M1H7,T664J,4HXY1,CQGNA,36WWE,613QX,1VPBN,ABW4G,GLFJ8,WMQL0,UQQMS,TJIDB,UWMIH,2HGQL,MJ5O7,32EAO,EIHSK,MYBYS,U1MKF,UUPKR,JZGHX,S678G,J2NWD,CB24T,SPBMZ,WA74O,N56TT,8I8T6,VNTZW,3UHDG,HHV5A,MAL1Q,ICNVD,GP7D1,26ZB3,5PVDG,DKS83,EPHS5,Z331E,HNOVK,N8MXC,LWM4K
76,OOYAJ,24,KCRQC,9,4O3EA,RNCFT,XZW0G,ODAG1,1NNOX,83,74,99,5IJ7I,>50K,OH44O,DTNAY,JFRWH,7PEYV,832SV,0T2WW,ITI6Z,TEOX5,X8WGK,LS3LT,4UGB1,ZPK9F,EWKTB,AZWEN,ECWJO,35C4Z,XLJCH,MRTPK,80AXW,CKJW7,S845D,I2I0W,NKX52,3UMGB,GXTG2,G22EK,VL2UE,KLH0Y,JVG5X,KQLUF,XQ0CC,S50WK,5415W,M6F0W,LU2HU,BPL7X,KJ1TO,SAK41,6DFV1,UJBZO,O5IE8,BCSH4,I11LP,IK9FS,J1AA6,EQPH2,1SC1Y,FORDP,NN9CC,BMJYK,WZUUM,KPGB7,WBZ7H,WJWO5,AWV95,IC0G0,8J3LJ,MF37F,4KZFT,9U2FG,XOALU,VR2HH,76JXR,ATNI5,BEXQ6,QW4I4,ZGXSC,MZQC5,95L1E,4D6YM,COU2L,FMOMP,94F3G,4AHUV,PDH7Q,OXGQ5,OFO0U,B76E4,Z11PX,2VCO8,WRBD1,2EINO,DN8PI,2YF0B,XQT5C
